,Team,Elo
142,"Scrafty_Dragon Dance, Bronzong_Tank, Thundurus_Mixed Attacker, Amoonguss_Pivot, Arcanine_Defensive, Landorus-Therian_Choice Scarf",1053.3862683269288
143,"Amoonguss_Pivot, Golurk_Stealth Rock, Crobat_Support, Thundurus_Nasty Plot, Smeargle_Lead, Zapdos_Physically Defensive",1103.2242552202538
144,"Ferrothorn_Utility, Manectric-Mega_Special Attacker, Gengar_Hex, Scrafty_Dragon Dance, Arcanine_Offensive, Amoonguss_Pivot",1066.6322327871637
145,"Ferrothorn_Utility, Smeargle_Lead, Talonflame_Bulky Swords Dance, Scrafty_Dragon Dance, Manectric_Special Attacker, Arcanine_Offensive",1325.5813613318164
146,"Crobat_Support, Talonflame_Specially Defensive, Cresselia_Calm Mind, Amoonguss_Pivot, Bronzong_Offensive Trick Room, Smeargle_Lead",1004.8740859912082
147,"Cresselia_Defensive, Scrafty_Dragon Dance, Smeargle_Suicide Lead, Talonflame_Bulky Swords Dance, Whimsicott_Support, Bronzong_Tank",876.083479000782
148,"Bronzong_Trick Room Support, Talonflame_Revenge Killer, Smeargle_Suicide Lead, Ferrothorn_Utility, Scrafty_Dragon Dance, Landorus-Therian_Double Dance",975.9553719467967
149,"Smeargle_Lead, Scrafty_Dragon Dance, Arcanine_Offensive, Amoonguss_Pivot, Talonflame_Specially Defensive, Manectric-Mega_Special Attacker",988.2544762450646
150,"Amoonguss_Pivot, Ferrothorn_Utility, Talonflame_Bulky Swords Dance, Thundurus_Nasty Plot, Cresselia_Calm Mind, Scrafty_Dragon Dance",1009.6733488706409
151,"Amoonguss_Pivot, Ferrothorn_Utility, Thundurus_Thunder Wave + 3 Attacks, Bronzong_Offensive Trick Room, Talonflame_Offensive Swords Dance, Crobat_Support",935.9482018391091
152,"Amoonguss_Pivot, Talonflame_Bulky Swords Dance, Ferrothorn_Utility, Butterfree_Quiver Dance, Landorus-Therian_Choice Scarf, Manectric-Mega_Special Attacker",873.8300363409084
153,"Talonflame_Revenge Killer, Arcanine_Defensive, Landorus-Therian_Choice Scarf, Thundurus_Mixed Attacker, Amoonguss_Pivot, Scrafty_Dragon Dance",1014.6719634067082
154,"Magnezone_Magnet Rise, Amoonguss_Pivot, Cresselia_Defensive, Smeargle_Lead, Ferrothorn_Utility, Scrafty_Dragon Dance",1060.757849349873
